Date,Scheme Name,Store Name,Item Name,Member Account Code,Invoice,Sales Qty,Sales Amt
11/20/2021,MEMBER,TIFFANY - TTP,18R MOP T WIRE RG 7-64027298,MC0000000782,000000P105000000343,1,46034000.00
11/20/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,MC0000000782,000000P105000000344,1,26176000.00
11/20/2021,GOLD,TIFFANY - TTP,SS MN RTT HRT 4MMBD BLTMD-23984024,12001422,000000P105000000345,1,6951000.00
11/21/2021,GOLD,TIFFANY - TTP,18R DI MOP T WIRE RG 7 5-64027999,MC0000000820,000000P105000000346,1,56865000.00
11/21/2021,GOLD,TIFFANY - TTP,18RDI MOP T TWO CLPDT1618-64026828,MC0000000820,000000P105000000346,1,79431000.00
11/22/2021,MEMBER,TIFFANY - TTP,18R PENDANT CHAIN 18IN-25508335,MC0000000839,000000P105000000347,1,9388000.00
11/22/2021,MEMBER,TIFFANY - TTP,18R SM DI DAISY KEY-26887771,MC0000000839,000000P105000000347,1,43326000.00
11/22/2021,MEMBER,TIFFANY - TTP,SS MN RTT HRT 4MMBD BLTMD-23984024,MC0000000843,000000P105000000348,1,6951000.00
11/22/2021,MEMBER,TIFFANY - TTP,18R DI MN FLEURDELIS KEY-62866993,MC0000000850,000000P105000000349,1,63184000.00
11/22/2021,MEMBER,TIFFANY - TTP,18R PENDANT CHAIN 16IN-25508327,MC0000000850,000000P105000000349,1,9388000.00
11/22/2021,MEMBER,TIFFANY - TTP,18R DI T SMILE SM PDT-63058823,MC0000000851,000000P105000000350,1,68599000.00
11/22/2021,PLATINUM,TIFFANY - TTP,PT RDDI 91 G VS1-66866815,MC0000000858,000000P105000000351,1,388126000.00
11/23/2021,PLATINUM,TIFFANY - TTP,18R MOP T WIRE RG 5-64027204,60065597,000000P105000000352,1,46034000.00
11/23/2021,PLATINUM,TIFFANY - TTP,18R ONYX T WIRE RG 5-64027441,60065597,000000P105000000352,1,46034000.00
11/23/2021,PLATINUM,TIFFANY - TTP,BRS RTHNM TCLP BP-25391209,20000850,000000P105000000353,1,6680000.00
11/24/2021,PLATINUM,TIFFANY - TTP,18R DI MN PETALS KEY-60660190,60085095,000000P105000000356,1,83041000.00
11/24/2021,PLATINUM,TIFFANY - TTP,18R PENDANT CHAIN 16IN-25508327,60085095,000000P105000000356,1,9388000.00
11/25/2021,GOLD,TIFFANY - TTP,18R HLFDI T1 NRWRG4 5-67795288,60083454,000000P105000000357,1,48742000.00
11/25/2021,GOLD,TIFFANY - TTP,18R DI T WIRE FC RING 4 5-34901473,60083454,000000P105000000358,1,80333000.00
11/26/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,MC0000000945,000000P105000000359,1,26176000.00
11/26/2021,MEMBER,TIFFANY - TTP,18R MOP T WIRE BLT LG-63958360,MC0000000950,000000P105000000360,1,60476000.00
11/26/2021,MEMBER,TIFFANY - TTP,18R ATLS X CLSD INTRLCKPDT161-67789237,MC0000000969,000000P105000000361,1,51450000.00
11/26/2021,MEMBER,TIFFANY - TTP,BRS RTHNM TCLP BP-25391209,04002116,000000P105000000362,1,6680000.00
11/26/2021,MEMBER,TIFFANY - TTP,SS EXEC TCLIP BLK BRS BP-37361348,04002116,000000P105000000362,1,8124000.00
11/27/2021,PLATINUM,TIFFANY - TTP,PT DI TFHARMONY RG 4 5-30620097,60073303,000000P105000000363,1,71307000.00
11/27/2021,MEMBER,TIFFANY - TTP,18R HLFDI T1 NRWRG5 5-67795334,MC0000001022,000000P105000000364,1,48742000.00
11/27/2021,MEMBER,TIFFANY - TTP,SS MAKERS ID CHAIN BLT SM-63526576,MC0000001035,000000P105000000365,1,27079000.00
11/28/2021,PLATINUM,TIFFANY - TTP,PT INSIDE OUT DI1 10 HP-11857035,MC0000001079,000000P105000000366,1,213018000.00
11/28/2021,PLATINUM,TIFFANY - TTP,18R HLFDI T1 NRWRG5 5-67795334,27001425,000000P105000000368,1,48742000.00
11/29/2021,STAFF,TIFFANY - TTP,SS MAKERS MD SLICE RG8-63450405,60088498,000000P105000000369,1,11554000.00
11/30/2021,GOLD,TIFFANY - TTP,18R DI T SQR WRAP RG 6-35606696,MC0000001147,000000P105000000370,1,77626000.00
11/30/2021,MEMBER,TIFFANY - TTP,18R DI TCO 3MM RG 6 5-27897916,MC0000001150,000000P105000000371,1,37910000.00
11/30/2021,MEMBER,TIFFANY - TTP,SS RTT MD HRT TAG PDT18IN-30971655,MC0000001157,000000P105000000372,1,6951000.00
11/30/2021,MEMBER,TIFFANY - TTP,18R DI T SMILE SM PDT-63058823,MC0000001159,000000P105000000373,1,68599000.00
11/30/2021,GOLD,TIFFANY - TTP,SS MN RTTL BLUE HRT ER-60994862,MC0000001147,000000P105000000374,1,10832000.00
12/1/2021,GOLD,TIFFANY - TTP,PT HC RD DI 2 0MM RG 4 5-18408937,MC0000001165,000000P105000000375,1,76723000.00
12/1/2021,GOLD,TIFFANY - TTP,PTDI TIFESN DBMG 4MM 6 5-27897738,MC0000001165,000000P105000000375,1,55963000.00
12/2/2021,PLATINUM,TIFFANY - TTP,PT RD DI 64 E VS1-67364856,MC0000001176,000000P105000000376,1,234681000.00
12/2/2021,PLATINUM,TIFFANY - TTP,SS MAKERS ID CHAIN BLT LG-63526614,13000017,000000P105000000377,1,27079000.00
12/2/2021,PLATINUM,TIFFANY - TTP,18R ONYX T WIRE RG 6 5-64027514,60063975,000000P105000000378,1,46034000.00
12/2/2021,PLATINUM,TIFFANY - TTP,PT RD DI 1 21 E VS2-69029752,MC0000001188,000000P105000000379,1,602949000.00
12/4/2021,GOLD,TIFFANY - TTP,ST BLK T SQR BLT LG-36618159,MC0000000127,000000P105000000382,1,43326000.00
12/4/2021,GOLD,TIFFANY - TTP,18R DI T WIRE RG 7-35007873,60062780,000000P105000000383,1,56865000.00
12/4/2021,MEMBER,TIFFANY - TTP,SS BL RTTSPL HRTTAGBLT SM-61523022,MC0000001244,000000P105000000384,1,13630000.00
12/4/2021,PLATINUM,TIFFANY - TTP,18RDIACNT MDFLEURDELISKEY-60764379,22000398,000000P105000000385,1,55060000.00
12/4/2021,PLATINUM,TIFFANY - TTP,PT RD DI 34 E VVS2-67934423,05002520,000000P105000000386,1,102899000.00
12/5/2021,MEMBER,TIFFANY - TTP,18R DI RD SGLRW SLST PDT-60879346,MC0000001261,000000P105000000387,1,59573000.00
12/5/2021,GOLD,TIFFANY - TTP,SS RD RTTMNHRT 4MMBDBLTLG-61941819,60073476,000000P105000000388,1,6951000.00
12/5/2021,GOLD,TIFFANY - TTP,18WDIACNT MDFLEURDELISKEY-60660123,60073476,000000P105000000390,1,55060000.00
12/5/2021,GOLD,TIFFANY - TTP,18W PENDANT CHAIN 18IN-33430531,60073476,000000P105000000391,1,9388000.00
12/5/2021,PLATINUM,TIFFANY - TTP,PT DI TIF EMB 3 HC RG4 5-16026174,08001361,000000P105000000395,1,162472000.00
12/6/2021,PLATINUM,TIFFANY - TTP,PT18 CUDI 72TW FI DBLRWER-68789532,60067418,000000P105000000396,1,267175000.00
12/6/2021,PLATINUM,TIFFANY - TTP,PT DI TFHARMONY RG 5 5-30620046,60064055,000000P105000000397,1,71307000.00
12/6/2021,PLATINUM,TIFFANY - TTP,PT RD DI 2 03 F VVS1-69252907,60064055,000000P105000000397,1,2130176000.00
12/7/2021,GOLD,TIFFANY - TTP,18R T1 NRW HNG BGL MD-67794346,MC0000001137,000000P105000000398,1,103801000.00
12/7/2021,MEMBER,TIFFANY - TTP,SS BLU BDR RTT MD HRT PDT-63477966,MC0000001337,000000P105000000399,1,6951000.00
12/8/2021,MEMBER,TIFFANY - TTP,18Y DI MN TREFOIL KEY-62866918,MC0000001345,000000P105000000400,1,55060000.00
12/8/2021,GOLD,TIFFANY - TTP,18R DI T SMILE SM PDT-63058823,MC0000001364,000000P105000000401,1,68599000.00
12/9/2021,GOLD,TIFFANY - TTP,18R DI MOP T WIRE BLT MD-64028626,MC0000001370,000000P105000000402,1,92067000.00
12/9/2021,MEMBER,TIFFANY - TTP,SS BLUE BAND T CLIP BP-25391276,60084730,000000P105000000403,1,8124000.00
12/9/2021,MEMBER,TIFFANY - TTP,18R T1 NRW RG5-67797345,MC0000001388,000000P105000000404,1,28884000.00
12/9/2021,GOLD,TIFFANY - TTP,PT RD DI 41 F VVS1-37952184,MC0000001390,000000P105000000405,1,125464000.00
12/9/2021,GOLD,TIFFANY - TTP,18R DI T WIRE RG 6-35007733,MC0000001364,000000P105000000406,1,56865000.00
12/9/2021,MEMBER,TIFFANY - TTP,PT DI TFHARMONY RG 6-30620038,MC0000001400,000000P105000000407,1,71307000.00
12/10/2021,PLATINUM,TIFFANY - TTP,METALLIC MN VDPOCHE PORS4-60570434,60090971,000000P105000000408,1,7402000.00
12/10/2021,MEMBER,TIFFANY - TTP,18Y DI DBL LVG HRT BLT MD-63062413,MC0000001403,000000P105000000409,1,22566000.00
12/10/2021,MEMBER,TIFFANY - TTP,18Y DI DBL LVG HRT BLT MD-63062413,MC0000001403,000000P105000000410,-1,-22566000.00
12/10/2021,MEMBER,TIFFANY - TTP,18Y DI DBL LVG HRT BLT MD-63062413,MC0000001403,000000P105000000411,1,22566000.00
12/11/2021,MEMBER,TIFFANY - TTP,SS BL RTTSPL HRTTAGBLT MD-61523049,MC0000001433,000000P105000000412,1,13630000.00
12/11/2021,MEMBER,TIFFANY - TTP,SS MN RTT HRT 4MMBD BLTLG-24711781,MC0000001436,000000P105000000413,1,6951000.00
12/11/2021,MEMBER,TIFFANY - TTP,18Y DI OLVLF STUD ER-30144368,05001228,000000P105000000414,1,29787000.00
12/11/2021,MEMBER,TIFFANY - TTP,18R MD OPEN KNOT KEY-28686269,MC0000001441,000000P105000000415,1,31592000.00
12/11/2021,MEMBER,TIFFANY - TTP,18R MOP T WIRE BLT SM-63958328,MC0000001443,000000P105000000416,1,60476000.00
12/11/2021,MEMBER,TIFFANY - TTP,18R DI MOP T WIRE RG 8-64028014,MC0000001445,000000P105000000417,1,56865000.00
12/11/2021,MEMBER,TIFFANY - TTP,SS MDRTT HRT TGKEY PDT16-26909686,MC0000001450,000000P105000000418,1,7763000.00
12/11/2021,MEMBER,TIFFANY - TTP,18R DI BG T SQR PDT 16 18-62996021,MC0000001455,000000P105000000419,1,55060000.00
12/11/2021,MEMBER,TIFFANY - TTP,18R MOP T WIRE BLT SM-63958328,MC0000001443,000000P105000000422,-1,-60476000.00
12/11/2021,MEMBER,TIFFANY - TTP,SS MDRTT HRT TGKEY PDT16-26909686,13000850,000000P105000000423,1,7763000.00
12/11/2021,MEMBER,TIFFANY - TTP,18R MOP T WIRE BLT SM-63958328,MC0000001443,000000P105000000424,1,60476000.00
12/12/2021,PLATINUM,TIFFANY - TTP,18R MOP T TWO CL ER-66886042,07002811,000000P105000000425,1,55060000.00
12/12/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,MC0000001486,000000P105000000426,1,26176000.00
12/12/2021,MEMBER,TIFFANY - TTP,18Y DI T WIRE RG 6 5-35007997,60091157,000000P105000000427,1,56865000.00
12/12/2021,MEMBER,TIFFANY - TTP,18R ONYX T WIRE BLT MD-64028685,MC0000001501,000000P105000000428,1,60476000.00
12/12/2021,MEMBER,TIFFANY - TTP,SS RTT HEART BLT 7 5IN-21149799,60091158,000000P105000000429,1,13179000.00
12/13/2021,MEMBER,TIFFANY - TTP,SS BLU BDR RTT MD HRT PDT-63477966,MC0000001522,000000P105000000431,1,6951000.00
12/13/2021,MEMBER,TIFFANY - TTP,SS OLVLF NRW BD RG 7-30210611,MC0000001536,000000P105000000432,1,7763000.00
12/13/2021,MEMBER,TIFFANY - TTP,SS RTT HEART BLT SM-37360201,MC0000001536,000000P105000000432,1,13179000.00
12/14/2021,NEW,TIFFANY - TTP,18Y MN LVG HEART BLT MD-34506361,MC0000001558,000000P105000000433,1,17963000.00
12/15/2021,NEW,TIFFANY - TTP,18W T SMILE SM PDT16 18-35189424,MC0000001568,000000P105000000434,1,26176000.00
12/15/2021,PLATINUM,TIFFANY - TTP,PT RD DI 2 65 D VVS1-70168111,23000715,000000P105000000435,1,4097881000.00
12/15/2021,NEW,TIFFANY - TTP,SS RD RTTMNHRT 4MMBDBLTLG-61941819,MC0000001591,000000P105000000436,1,6951000.00
